OBJECTID,Address,Property_Type,Property_Uses,Site_EUI,GHG_Intensity,ShapeSTArea,ShapeSTLength,Reported,Property_Name,Gross_Sq_Ft,EnergyStar_Score,EnergyStar_Certified,Year_Built,GHG_Emissions,Site_Energy_Use,Water_Intensity,OnSite_Solar,Owner_Submitted_Link,ZIP,Tax_Parcel,Pct_Electricity,Pct_Gas,Pct_Steam,Owner_Submitted_Info,Years_Reported
478,400 Frontage Rd,Other,Other,106.1,6.6,144954.766845703,1883.71844241334,Municipal,Central Maintenance Facility,422000,,,2000,2791.9,44754876.9,,,,02118,Not Available,0.21240988,0.78759011,,,2016
479,315 Gardner St,Other,Other,90.3,8.7,9046.74401855469,595.982424454187,Municipal,District 6 Yard,3000,,,2000,26.2,271049.3,,,,02132,Not Available,0.99999993,,,,2016
480,58 Gibson St,Other,Other,233.6,17.6,11509.8623046875,838.851431504597,Municipal,District 7 Yard,1500,,,2000,26.4,350393,,,,02122,Not Available,0.50912264,0.49087747,,,2016
481,1010 Massachusetts Ave,Other,Other,,,52539.4108886719,1354.28819393741,Municipal,1010 Massachusetts Ave,195000,,,2000,,,,,,02118,Not Available,,,,,2016
482,105 Magazine St,Other,Other,173.3,9.6,5756.76879882812,311.936883288368,Municipal,105 Magazine St,5150,,,2000,49.4,892595.6,,,,02119,Not Available,0.05097001,0.94903,,,2016
483,719 Washington Street,Other,Other,0.6,0.1,1564.818359375,163.740838107306,Municipal,719 Washington Street,1428,,,2000,0.1,911,,,,02124,Not Available,1.00000439,,,,2016
484,26 Mahler Rd,Other,Other,216.4,13.7,5703.55224609375,400.248725237349,Municipal,Animal Control Shelter,10000,,,2000,136.7,2163789.7,,,,02131,Not Available,0.2309789,0.76902108,,,2016
485,350 Jamaicaway,Other,Other,7.7,0.5,3815.62573242188,304.653149477735,Municipal,Curley House,122183,,,2000,55.3,945561.5,,,,02130,Not Available,0.12422408,0.87577593,,,2016
486,33 Beacon St,Other,Other,60.9,4.3,2329.69750976562,255.638093046684,Municipal,Parkman House,18000,,,2000,77.4,1096729.1,,,,02108,Not Available,0.40058126,0.59941875,,,2016
487,543 Columbia Rd,Other,Other,278,19.1,15651.5961914062,660.33200502794,Municipal,Strand Theatre,18000,,,2000,344.3,5004878.2,,,,02125,Not Available,0.3591652,0.6408348,,,2016
488,20 Chestnut Hill Ave,Other,Other,78.7,4.9,4403.23095703125,299.261925088776,Municipal,Veronica Smith Senior Center,13100,,,2000,64,1031062.9,,,,02135,Not Available,0.20596501,0.79403494,,,2016
489,1163 Blue Hill Ave,Police Station,Police Station,193.3,13.4,9792.16625976562,496.311181042698,Municipal,B-03 Station,15000,,,2000,201.3,2899342.9,,,,02124,Not Available,0.3741341,0.62586592,,,2016
490,Long Island Road,Fire Station,Fire Station,,0,8666.21948242188,585.381612768068,Municipal,"Nike Bldg 2 (closed Oct 2015)

Nike Bldg 2 (closed Oct 2015)
",3000,,,2000,0,,,,,02169,Not Available,,,,,2016
491,646 East Broadway,Library,Library,77,5.3,10648.6359863281,419.976019588851,Municipal,South Boston Branch,10800,,,2000,57,831187.4,,,,02127,Not Available,0.35417688,0.64582309,,,2016
492,125 Magazine St,Office,Office,92.5,5.8,4059.77465820312,272.640598600558,Municipal,125 Magazine St,8100,63,,2000,47.1,749252.8,,,,02119,Not Available,0.22322616,0.77677385,,,2016
493,26 West Street,Office,"Office, Personal Services",34.5,3.3,6911.61352539062,363.493066104262,Yes,26 West,50670,92,,1910,169.2,1749345.5,22.38405368,,,02111,0304840000,0.99999992,,,,"2014, 2015, 2016"
494,,,,,,11900.0222167969,439.959718092975,No,177 MILK ST,,,,,,,,,,02109,,,,,,2014
495,360 Huntington Avenue,College/University,College/University,149.7,10.2,1058644.41918945,31830.5927955636,Yes,Northeastern University Big Campus,4921206,,,1956,50014.4,736756976.4,26.81704444,,,02115,Not Available,0.33844886,0.6614075,,,"2014, 2015, 2016"
496,10 Whittier Place,Fitness Center/Health Club/Gym,Fitness Center/Gym,96.7,5.46326696,34847.4973144531,927.519371136463,Yes,PHS-MGH-Charles River Health Club,66655,,,1964,364.15405943,6448698.5,23.61113195,,,02114,0300450972,0.34861276,0.65138724,0%,,"2014, 2015, 2016"
497,775 Summer Street,Distribution Center,"Distribution Center, Office",,,96346.1552734375,1430.95756490028,Yes,Federal Express Building,97000,,,1995,,,,,,02109,0603405000,,,,,"2015, 2016"
498,90 The Fenway,College/University,College/University,114,6.9,22882.7155761719,1440.95053281484,Yes,"Cahners,Cushing,kerr,Melvin Campus",99293,,,1923,685.8,11318109.3,26.16700069,,,02115,Not Available,0.17146054,0.82853945,,,"2014, 2015, 2016"
499,454-458-460 Huntington Avenue,College/University,College/University,67.6,4.2,19763.0495605469,1094.64989920689,Yes,"Rubenstein,Burstein Campus",81306,,,1926,341,5493067.1,36.77834354,,,02115,Not Available,0.20527094,0.79472906,,,"2014, 2015, 2016"
500,"125,129,131 Hemenway street",College/University,College/University,84.4,5.3,26255.5222167969,1072.87293910122,Yes,"Asian,Kennedy,Smith Campus",110798,,,1903,583.1,9353746.5,34.39773281,,,02115,Not Available,0.21146036,0.78853964,,,"2014, 2015, 2016"
501,399 washington St,Other,"Other, Retail Store",8.4,0.6,15727.2556152344,510.187266783939,Yes,399washington,67863.3,,,1918,38.7,569509.7,2.24421742,,,02108,03-04736-000,0.34185621,0.65814364,,,"2014, 2015, 2016"
502,,,,,,110521.796386719,2541.41216575256,No,371 393 DORCHESTER AV,,,,,,,,,,02127,,,,,,2014
503,152 Arlington St.,K-12 School,K-12 School,41.4,2.5,17622.4006347656,673.488622065194,Municipal,ABRAHAM LINCOLN,80364,99,,1911,202.4,3324812.2,,,,02116,Not Available,0.17757769,0.82242231,,,2016
504,165 Webster St.,K-12 School,K-12 School,47.7,2.9,12376.1892089844,510.740260372988,Municipal,ADAMS,41336,99,,1910,118.3,1971692.7,,,,02128,Not Available,0.15777941,0.84222058,,,2016
505,20 Child St.,K-12 School,K-12 School,89.8,5.4,45266.4772949219,1228.33770097396,Municipal,AGASSIZ,115400,57,,1972,625.1,10362894.5,,,,02130,Not Available,0.16517534,0.83482465,,,2016
506,37 Gove St.,K-12 School,K-12 School,58.1,3.2,6023.34423828125,435.131272580177,Municipal,ALIGHIERI,16948,100,,1924,54,985370.9,,,,02128,Not Available,0.0383316,0.96166836,,,2016
507,174 Ipswich St.,K-12 School,K-12 School,67.2,4.5,38304.5988769531,886.098048103384,Municipal,ARTS ACADEMY,129800,63,,1998,588.8,8718805.9,,,,02215,Not Available,0.33034405,0.66965594,,,2016
508,121 Corey Road,K-12 School,K-12 School,48.6,3,9337.01635742188,556.247139856634,Municipal,BALDWIN,27777,98,,1926,82.5,1349061.6,,,,02135,Not Available,0.18395126,0.81604875,,,2016
509,515 Hyde Park Ave.,K-12 School,K-12 School,65.7,5,10703.7487792969,528.903498992176,Municipal,BARRON,14700,69,,1969,73.8,965694.4,,,,02131,Not Available,0.53422118,0.46577884,,,2016
510,426 Beech St.,K-12 School,K-12 School,79.3,4.7,9796.82080078125,538.085349239824,Municipal,BATES,27936,85,,1929,131.6,2214682.3,,,,02131,Not Available,0.14457247,0.85542752,,,2016
511,5125 Washington St.,K-12 School,K-12 School,72.4,4.4,18887.9753417969,1014.22186182254,Municipal,BEETHOVEN,37452,87,,1925,163.3,2710015.2,,,,02132,Not Available,0.16402689,0.83597311,,,2016
512,380 Shawmut Ave.,K-12 School,K-12 School,102.3,6.4,48610.6350097656,1703.41599163921,Municipal,BLACKSTONE,194260,34,,1975,1244.4,19866983.9,,,,02118,Not Available,0.21828093,0.78171907,,,2016
513,110 Beachview Rd.,K-12 School,K-12 School,51.3,3.3,11143.5400390625,506.852636798414,Municipal,BRADLEY,33128,96,,1958,108.2,1698869.5,,,,02128,Not Available,0.24261404,0.75738595,,,2016
514,25 Warren St.,K-12 School,K-12 School,40.4,2.6,76314.1472167969,2363.70375669031,Municipal,BRIGHTON HS,216213,95,,1930,565.4,8744040.9,,,,02135,Not Available,0.26461918,0.73538082,,,2016
515,60 Washington St.,K-12 School,K-12 School,37.6,3,65571.9934082031,1728.11489430529,Municipal,BURKE,202304,84,,1934,597.3,7605360.6,0.4,,,02121,Not Available,0.583,0.417,,,2016
516,396 Northampton St.,K-12 School,K-12 School,105.7,10.2,14918.7360839844,812.527828478611,Municipal,CARTER,14435,2,,1900,147.6,1525164,,,,02118,Not Available,1,,,,2016
517,35 Sunnyside St.,K-12 School,K-12 School,56.1,3.4,10532.7409667969,551.04095635284,Municipal,CHANNING,32582,97,,1926,109.7,1828155.1,,,,02136,Not Available,0.15773002,0.84226997,,,2016
518,240 Medford St.,K-12 School,K-12 School,115.1,7.2,43054.7780761719,944.577336526024,Municipal,CHARLESTOWN HS,226822,15,,1978,1635.6,26114048,,,,02129,Not Available,0.21814052,0.78185949,,,2016
519,154 Ruskindale Rd.,K-12 School,K-12 School,37.2,2.3,15716.3173828125,923.312644339816,Municipal,CHITTICK,48697,100,,1931,113.5,1809730.8,,,,02126,Not Available,0.22027076,0.77972924,,,2016
520,35 Harvest St.,K-12 School,K-12 School,47.2,2.9,7855.40942382812,356.374323502436,Municipal,CLAP,29448,99,,1896,85.3,1390106.3,,,,02125,Not Available,0.18948652,0.81051346,,,2016
521,9 Charles St.,K-12 School,K-12 School,78.6,4.9,40419.4616699219,1156.70972921338,Municipal,CLEVELAND NEW,91562,66,,1972,451.6,7196332,,,,02122,Not Available,0.22078358,0.77921642,,,2016
522,11 Charles St.,K-12 School,K-12 School,97.7,5.9,30904.375,1007.73091240329,Municipal,CLEVELAND OLD,80472,53,,1925,474.7,7864413.5,,,,02122,Not Available,0.16607896,0.83392104,,,2016
523,220 D St.,K-12 School,K-12 School,120.8,7.3,59418.4006347656,1537.7936119896,Municipal,CONDON,140426,30,,1975,1030.2,16965133.2,,,,02127,Not Available,0.17445975,0.82554025,,,2016
524,450 Poplar St.,K-12 School,K-12 School,67.3,4.1,8152.732421875,461.863468250993,Municipal,CONLEY,25281,91,,1932,103.7,1702041.4,,,,02131,Not Available,0.17969095,0.82030905,,,2016
525,40 Pershing Rd.,K-12 School,K-12 School,65.8,4.4,18679.9311523438,755.006872658316,Municipal,CURLEY JM,34445,81,,1970,151,2267996.1,,,,02130,Not Available,0.30819981,0.69180019,,,2016
526,493 Centre St.,K-12 School,K-12 School,44.7,2.7,43694.9006347656,1345.02948149559,Municipal,CURLEY MARY E,122183,97,,1931,331.5,5459584.3,,,,02130,Not Available,0.17433273,0.82566726,,,2016
527,35 Geenville St.,K-12 School,K-12 School,2.8,0.3,23906.2766113281,1116.85900124257,Municipal,DEARBORN,112128,100,,1913,30.7,317752.5,,,,02119,Not Available,0.99905581,0.00094413,,,2016
528,325 Mt. Vernon St.,K-12 School,K-12 School,98,5.9,38906.7385253906,1532.8020517044,Municipal,DEVER/MCCORMACK,113400,50,,1957,664.3,11114862.7,,,,02125,Not Available,0.15243218,0.84756782,,,2016
529,9 Peacevale Rd.,K-12 School,K-12 School,71,4.4,69691.1389160156,1631.13148298739,Municipal,DORCHESTER HS,143173,74,,1925,624.4,10160901.2,,,,02124,Not Available,0.1911249,0.8088751,,,2016
530,9 Peacevale Rd.,K-12 School,K-12 School,114,7.2,17852.2814941406,1027.78772173619,Municipal,DOT HS ANNEX,10287,52,,1995,73.7,1172741.6,,,,02124,Not Available,0.2234436,0.77655644,,,2016
531,86 White St.,K-12 School,K-12 School,73.4,4.4,74946.5954589844,2069.18343935654,Municipal,EAST BOSTON HS,212505,73,,1926,924.7,15600394.2,,,,02128,Not Available,0.14111785,0.85888215,,,2016
532,60 Glenmont Rd.,K-12 School,K-12 School,65.8,3.9,36043.8073730469,1445.88593142628,Municipal,EDISON,100500,88,,1932,389.5,6608060.8,,,,02135,Not Available,0.13351289,0.86648712,,,2016
533,28 Walker St.,K-12 School,K-12 School,60.3,3.7,38089.8195800781,1432.367450847,Municipal,EDWARDS,81668,90,,1932,300.5,4921099.8,,,,02129,Not Available,0.18197149,0.81802852,,,2016
534,135 Gove St.,K-12 School,K-12 School,63,4.5,16038.6525878906,668.833309560242,Municipal,EEC EAST BOSTON,36400,75,,1998,162.9,2294407.2,,,,02128,Not Available,0.41034882,0.58965118,,,2016
535,108 Babson St.,K-12 School,K-12 School,68.4,4.8,21390.4255371094,764.22856323616,Municipal,EEC MATTAPAN,36820,70,,1998,176,2520272.9,,,,02126,Not Available,0.38296365,0.61703634,,,2016
536,263 Blue Hill Ave.,K-12 School,K-12 School,84.5,5.7,13805.677734375,574.039415390247,Municipal,EEC ROXBURY,35000,57,,1998,198.5,2958772.5,,,,02119,Not Available,0.32063042,0.67936957,,,2016
537,3134 Wasington St,K-12 School,K-12 School,5.7,0.5,14754.9565429688,486.44242541934,Municipal,EGLESTON,30000,100,,1978,16.5,170054.1,,,,02130,Not Available,0.99999988,,,,2016
538,18 Charter St.,K-12 School,K-12 School,54.4,3.4,9631.45703125,490.958878410693,Municipal,ELIOT,34603,95,,1932,117.3,1881221.9,,,,02113,Not Available,0.21184189,0.78815807,,,2016
539,302 Walnut Ave.,K-12 School,K-12 School,56.8,3.4,17418.4172363281,756.925385016318,Municipal,ELLIS,51123,95,,1932,173.4,2906107.5,,,,02119,Not Available,0.14985945,0.85014054,,,2016
540,6 Shirley St.,K-12 School,K-12 School,74.8,4.7,8139.5380859375,403.212495666847,Municipal,EMERSON,23320,83,,1924,109.7,1743670.7,,,,02119,Not Available,0.22479621,0.77520375,,,2016
541,71 Pleasant St.,K-12 School,K-12 School,63.4,3.8,10801.0205078125,581.397073915418,Municipal,EVERETT,31410,93,,1909,120.3,1989880,,,,02125,Not Available,0.16768848,0.83231154,,,2016
542,10 Fenwood Rd.,K-12 School,K-12 School,47.9,3,12870.4716796875,675.428837761226,Municipal,FARRAGUT,35055,97,,1904,106.2,1679232.9,,,,02115,Not Available,0.23244709,0.76755291,,,2016
543,20 Dunbar,K-12 School,K-12 School,59.1,3.5,10450.9033203125,522.177563178242,Municipal,FIFIELD,31654,96,,1916,111.3,1872001.6,,,,02115,Not Available,0.14492603,0.85507399,,,2016
544,25 Glen Rd.,K-12 School,K-12 School,76.6,4.5,6889.56982421875,383.489695773709,Municipal,FULLER,19887,90,,1892,90.1,1523075.8,,,,02130,Not Available,0.13884782,0.8611522,,,2016
545,30 Athol,K-12 School,K-12 School,57.4,3.4,16243.1838378906,576.939234426867,Municipal,GARDNER,59196,94,,1906,204.2,3397885.6,,,,02134,Not Available,0.15971268,0.84028732,,,2016
546,95 Beechcroft,K-12 School,K-12 School,59.3,3.5,19711.2395019531,1179.9663049305,Municipal,GARFIELD,47314,95,,1925,165.9,2805103.1,,,,02135,Not Available,0.13817788,0.86182212,,,2016
547,215 Dorchester,K-12 School,K-12 School,46.2,2.9,33707.427734375,1143.35343403039,Municipal,GAVIN,108387,96,,1936,311.8,5005829.4,,,,02127,Not Available,0.21034068,0.78965931,,,2016
548,612 METROPOLITAN AVE,K-12 School,K-12 School,36.8,2.2,28587.2197265625,1104.59225655095,Yes,GREENWOOD E,51128,100,,1957,114.7,1880066.6,,,,02136,Not Available,0.180561,0.81943901,,,2016
549,186 GLENWAY ST,K-12 School,K-12 School,51.5,3.1,21327.0300292969,743.352665567482,Municipal,GREENWOOD S,58452,97,,1925,182.2,3009782.7,,,,02121,Not Available,0.17037199,0.82962802,,,2016
550,40 Gordon Ave.,K-12 School,K-12 School,53.8,3.3,20441.0656738281,959.097484828818,Municipal,GREW,32216,96,,1956,107.2,1732833.4,,,,02136,Not Available,0.20107729,0.79892274,,,2016
551,5 Ashley St.,K-12 School,K-12 School,68.4,4.1,16896.7883300781,731.061082948449,Municipal,GUILD,36628,90,,1921,151.5,2506622.9,,,,02128,Not Available,0.16824358,0.83175645,,,2016
552,51 Cedar St.,K-12 School,K-12 School,68,4.3,7726.97216796875,461.568827450705,Municipal,HALE,23084,87,,1909,100.4,1569355.9,,,,02119,Not Available,0.24899125,0.75100873,,,2016
553,570 American Legion HWY.,K-12 School,K-12 School,69.4,5,40420.3483886719,858.860348620158,Municipal,HALEY,38993,64,,1971,193.5,2707487.3,,,,02131,Not Available,0.42079136,0.57920865,,,2016
554,198 Strathmore Rd.,K-12 School,K-12 School,52.5,3.1,11672.279296875,520.983422430831,Municipal,HAMILTON,31570,98,,1924,97.2,1658560.3,,,,02135,Not Available,0.12623015,0.87376987,,,2016
555,37 Millstone Rd.,K-12 School,K-12 School,85.7,5.5,15021.7210693359,691.099027291479,Municipal,HEMENWAY,15077,73,,1947,82.8,1292068.4,,,,02136,Not Available,0.25181973,0.7481803,,,2016
556,200 Heath St.,K-12 School,K-12 School,215,11.5,106922.930908203,2870.14464768623,Municipal,HENNIGAN,137800,6,,1972,1590.3,29626744.6,,,,02130,Not Available,0.01288848,0.98711152,,,2016
557,61 School St.,K-12 School,K-12 School,63.4,3.7,24071.4611816406,972.28375242018,Municipal,HERNANDEZ,64313,93,,1923,236.4,4076838.6,,,,02119,Not Available,0.1117627,0.88823732,,,2016
558,160 Harrishof St.,K-12 School,K-12 School,66.4,4,7693.73999023438,442.993027965917,Municipal,HIGGINSON,22968,93,,1922,91.4,1525667,,,,02119,Not Available,0.15636901,0.84363101,,,2016
559,85 Olney St.,K-12 School,K-12 School,108.6,6.5,83344.4345703125,2219.91717658338,Municipal,HOLLAND,138585,49,,1972,895.7,15052307.5,,,,02121,Not Available,0.14651625,0.85348374,,,2016
560,40 School St,K-12 School,K-12 School,48.9,3,16541.7985839844,782.951932182006,Municipal,HOLMES,60280,97,,1906,180.3,2948235.3,,,,02124,Not Available,0.18412219,0.81587783,,,2016
561,70 Worcester St.,K-12 School,K-12 School,76.1,4.5,27926.4633789062,975.806835601519,Municipal,HURLEY,42043,86,,1961,188.7,3199112.1,,,,02118,Not Available,0.13438479,0.86561522,,,2016
562,655 Metropolitan Ave.,K-12 School,K-12 School,66.5,4.3,76198.9216308594,1949.94373064007,Municipal,HYDE PARK HS,186589,66,,1929,806.6,12407401.9,,,,02136,Not Available,0.27260356,0.72739644,,,2016
563,105 Cummins HWY,K-12 School,K-12 School,58.1,3.5,37549.2575683594,1361.95812159043,Municipal,IRVING,110370,91,,1936,387.9,6412474.2,,,,02131,Not Available,0.16901028,0.83098972,,,2016
564,40 Armington St.,K-12 School,K-12 School,158.7,8.9,74522.9306640625,1949.92341100467,Municipal,JACKSON MANN,207798,10,,1975,1850.2,32968337.4,,,,02134,Not Available,0.069,0.931,,,2016
565,7 Bolster St.,K-12 School,K-12 School,66.6,3.9,33442.3247070312,1093.92688014505,Municipal,KENNEDY JF,49194,92,,1963,191.2,3275808.8,,,,02130,Not Available,0.12033939,0.87966063,,,2016
566,343 Saratoga St.,K-12 School,K-12 School,38.2,2.4,10191.3952636719,480.62938689982,Municipal,KENNEDY PJ,36190,100,,1926,86.6,1383320.2,,,,02128,Not Available,0.21760709,0.78239292,,,2016
567,19 Oakton Ave.,K-12 School,K-12 School,39.3,2.5,13215.1672363281,613.558803221613,Municipal,KENNEY,37578,99,,1926,93.5,1475145.4,,,,02122,Not Available,0.23478723,0.76521275,,,2016
568,50 Bunker Hill St.,K-12 School,K-12 School,85.2,5.1,45448.8483886719,1300.91005253843,Municipal,KENT,93350,68,,1972,474.9,7957879.5,,,,02129,Not Available,0.15042697,0.84957303,,,2016
569,35 Baker St.,K-12 School,K-12 School,54.9,3.5,8584.30297851562,410.259017683259,Municipal,KILMER,25068,95,,1935,87.9,1375707.9,,,,02132,Not Available,0.24700585,0.75299415,,,2016
570,77 Lawrence Ave.,K-12 School,K-12 School,48.4,2.9,46434.6345214844,1888.13448196568,Municipal,KING,113462,96,,1937,333.5,5487007.7,,,,02121,Not Available,0.17554333,0.82445668,,,2016
571,78 Louis Pasteur Ave.,K-12 School,K-12 School,67.1,4.2,109778.423339844,2798.95916436654,Municipal,LATIN,336545,63,,1922,1425.1,22598381.9,,,,02115,Not Available,0.2279802,0.77201981,,,2016
572,205 Townsend St.,K-12 School,K-12 School,40.8,2.7,82250.3674316406,2052.00182470903,Municipal,LATIN ACADEMY,332366,93,,1926,881.2,13575393.8,,,,02121,Not Available,0.27040051,0.72959949,,,2016
573,155 Talbot Ave.,K-12 School,K-12 School,106.1,6.2,94817.3173828125,2257.47486003589,Municipal,LEE,153460,50,,1971,946.6,16281771.5,2,,,02124,Not Available,0.115,0.885,,,2016
574,20 Outlook Rd.,K-12 School,K-12 School,54,3.4,52254.2561035156,2051.49766945635,Municipal,Lewenberg,120944,91,,1930,406.6,6531993.5,,,,02126,Not Available,0.20938376,0.79061624,,,2016
575,131 Walnut Ave.,K-12 School,K-12 School,45.3,2.7,23163.5051269531,990.546289602272,Municipal,LEWIS,76220,99,,1912,204.6,3450534.7,,,,02119,Not Available,0.14164033,0.85835966,,,2016
576,264 Columbia Rd.,K-12 School,K-12 School,75.7,5.3,74099.8103027344,1919.43640115142,Municipal,LILLA FREDRICK,144008,42,,2002,760.9,10898471.3,,,,02121,Not Available,0.38286758,0.61713239,,,2016
577,170 Russett Rd.,K-12 School,K-12 School,59.5,3.7,8841.92309570312,487.524455213943,Municipal,LYNDON,24708,94,,1028,91,1469152.6,,,,02132,Not Available,0.20151237,0.79848764,,,2016
