PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,OWN_OCC,OWNER,MAIL_ADDRESSEE,MAIL_ADDRESS,MAIL CS,MAIL_ZIPCODE,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,Berdo_Address,ZIP,EUI
0801448000_,nan,0801448000_,1640,WASHINGTON,ST,nan,02118_,118,A,N,EAST CONCORD STREET LPS,C/O CEEH,1640 WASHINGTON ST,BOSTON MA,02118_,595209,1204520,1799729,1910913,4214,1997,1997,14948,11677,4,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1640 Washington Street,2118,116.6
0900860100_,0900860010_,0900860010_,1723,WASHINGTON,ST,601,02118_,102,CD,Y,JOHNSON LESLIE YEH,C/O LESLIE Y JOHNSON,1723 WASHINGTON ST #601,BOSTON MA,02118_,0,2673341,2673341,2831068,2993,2002,2011,2993,2993,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,2,N,C,8,4,3,1,S,S,nan,O,S,F,C,1,N,G,G,1723 Washington Street,2118,55.4
0306150000_,nan,0306150000_,180,SHAWMUT,AV,nan,02118_,125,A,N,CCBA WATERFORD PLACE LLC,C/O WINN RESIDENTIAL ,6 FANEUIL HALL,BOSTON MA,02109_,3658700,4550800,8209500,8698861,16587,1989,nan,61211,61211,7,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180 Shawmut Ave,2118,64.6
0306455010_,0306455010_,0306455010_,2,ROLLINS,ST,nan,02118_,995,CM,N,ROLLINS SQUARE CONDO TRUST,C/O ROLLINS SQUARE,2 ROLLINS ST # D101,BOSTON MA,02118_,0,0,0,0,85102,2002,nan,0,0,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MR,183,2,0,B,G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Rollins Street,2118,53
0801024035_,nan,0801024035_,200,FRONTAGE,RD,nan,02118_,985,E,N,CITY OF BOSTON, ,200 FRONTAGE RD,BOSTON MA,02118_,3187000,956400,4143400,0,207469,1965,nan,17496,17496,1,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200 Frontage Rd,2118,31.3
0700074020_,nan,0700074020_,290,SOUTHAMPTON,ST,nan,02127_,312,C,N,BOSTON-SOUTHAMPTON LLC,C/O DEPT-PT-MA 29187,PO BOX 25025,GLENDALE CA,91201_,2486100,6260400,8746500,22214871,33525,2003,nan,65525,65525,6,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,290 Southampton Street,2118,17.4
0801750000_,nan,0801750000_,30,NORTHAMPTON,ST,nan,02119_,316,C,N,MAJON REALTY CORP,C/O JOHN D COREY JR,51 MARSHALL RD,MILTON MA,02186_,4528600,3476400,8005000,20308685,110230,1955,2015,72288,72288,1,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30 Northampton St,2118,15
0203630010_,0203630010_,0203630010_,30,PARK,ST,nan,02129_,995,CM,N,THIRTY PARK STREET CONDO TR,C/O PARK STREET INVESTMENT C,30 PARK ST,CHARLESTOWN MA,02129_,0,0,0,0,3175,1885,2004,0,0,3.5,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RE,3,1,0,B,G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30 Union Park Street ,2118,9.8
0100437000_,,0100437000_,150,WM F MCCLELLAN,HW,,02128_,312,C,N,CUBE SMART  LP,C/O CUBESMART LP ,P.O. BOX 320099,ALEXANDRIA VA,22320_,2535047,7502869,10037916,25466193,78328,1960,2004,110190,110190,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 William F. McClellan Highway,2128,10.4
0100548100_,,0100548100_,144,ADDISON,ST,,02128_,316,C,N,BULGROUP COLORADO LLC,C/O BULGROUP PROPERTIES LP,224 12 TH AV C/O CP BURKE,NEW YORK NY,10001_,9795600,11331400,21127000,53599199,594629,1950,2012,465370,333370,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Addison St,2128,34.5
0100899000_,,0100899000_,94,HORACE,ST,,02128_,976,E,N,BROOKE CHARTER SCHOOL,C/O BROOKE CHARTER SCHOOL ,94 HORACE ST,EAST BOSTON MA,02128_,1089199,4608745,5697944,0,17500,1899,2014,40466,40466,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94 Horace St,2128,44.9
0101399000_,,0101399000_,1141,BENNINGTON,ST,,02128_,401,I,N,NEW ENG CASKET REALTY CORP, ,1141 BENNINGTON,EAST BOSTON MA,02128_,409227,846068,1255295,3184683,35532,1940,1970,77806,76306,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141 Bennington Street,2128,39.4
0101662000_,,0101662000_,440,WM F MCCLELLAN,HW,,02128_,316,C,N,FOUR40 MCCLELLAN LLC,C/O CARGO VENTURES LLC,17 STATE ST 9TH FL,NEW YORK NY,10004_,6771100,10344400,17115500,43447024,337385,1975,2012,121792,121792,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440 William F McClellan Highway,2128,29.4
0102101000_,,0102101000_,111,ORIENT,AV,,02128_,958,E,N,SONS OF DIVINE PROV INC, ,111 ORIENT AVE,EAST BOSTON MA,02128_,4643100,7250200,11893300,0,38341,1899,,52425,52425,5,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Orient Ave,2128,1824
0102829000_,,0102829000_,61,EUTAW,ST,,02128_,125,A,N,CHAPMAN HOUSE ASSOCIATES LPS,C/O BEACON COMMUNITIES LLC,TWO CENTER PL STE 700,BOSTON MA,02108_,752100,2449900,3202000,3390918,29150,1899,1985,53504,40128,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61 Eutaw Street,2128,84.8
0103613000_,,0103613000_,401,BORDER,ST,,02128_,125,A,N,MASSACHUSETTS HOUSING MTGEE,C/O LANDFALL WEST APARTMENTS,170 NEWBURY ST,BOSTON MA,02116_,1700600,2034400,3735000,3960365,26458,1975,1995,51620,51620,4,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401 Border Street ,2128,82.6
0103704100_,,0103704100_,98 R 100R,CONDOR,ST,,02128_,316,C,N,ALDEN STEARNS REALTY TR LLC,C/O HENRY S  BAYBUTT,63  ATLANTIC  AV  #5-C,BOSTON     MA,02110_,1513800,2537700,4051500,10303656,83470,1987,,43906,43906,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98r Condor Street,2128,25.8
0103916000_,,0103916000_,170 172,MAVERICK,ST,,02128_,125,A,N,GREENWAY APARTMENTS LLC,C/O GREENWAY APARTMENTS LLC,72 MARGINAL ST ,EAST BOSTON MA,02128_,1095000,1083000,2178000,2306502,19730,2011,,38370,28765,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 Maverick Street,2128,6.6
0104164010_,0104164010_,0104164010_,156,PORTER,ST,,02128_,995,CM,N,THE PORTER 156 CONDOMINIUM,C/O SCOTT W JENKINS,156 PORTER ST,EAST BOSTON MA,02128_,0,0,0,0,125426,1910,2004,0,0,4,C,,,,,,,,,,,,,,,,,,,,,,,,FS,216,0,0,B,A,,,,,,,,,,,,,,,,,,,,156 Porter Street,2128,32.3
0104196010_,,0104196010_,401,BREMEN,ST,,02128_,976,E,N,EXCEL ACADEMY CHARTER SCHOOL,EXCEL ACADEMY CHARTER SCHOOL,58  MOORE  ST ,EAST  BOSTON    MA,02128_,2328500,8621300,10949800,0,81414,2015,,67527,67527,2,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401 Bremen Street,2128,12.2
0104382000_,,0104382000_,18,BARNES,AV,,02128_,985,E,N,TRUSTEES  OF  PUBLIC LIBRARY, ,18  BARNES  AV,EAST  BOSTON      MA,02128_,591600,730700,1322300,0,9716,1950,1994,4200,2100,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 Barnes Ave,2128,14.7
0105343100_,,0105343100_,60 70,ORLEANS,ST,,02128_,125,A,N,VICTORY GARDENS ASSOCIATION, ,60 ORLEANS ST,EAST BOSTON MA,02128_,3750800,5380200,9131000,9669729,39750,1975,2014,73710,59162,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Orleans St,2128,55.1
0105658010_,,0105658010_,20,MAVERICK,SQ,,02128_,985,E,N,E BOSTON NEIGHBORHOOD HEALTH,E BOSTON NEIGHBORHOOD HEALTH,79 PARIS  ST ,E BOSTON  MA,02128_,3848500,10231000,14079500,0,20634,2011,,61250,49000,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Maverick Square,2128,111.4
0105723000_,,0105723000_,35 37,GOVE,ST,,02128_,976,E,N,CITY OF BOSTON, ,35 GOVE,EAST BOSTON MA,02128_,2024200,1365300,3389500,0,22039,1920,1985,24948,16948,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 Gove St.,2128,52.8
0105744000_,,0105744000_,30,GOVE,ST,,02128_,13,RC,N,LYMAN SCHOOL HOUSING,C/O LYMAN SCHOOL LIMITED PAR,72 MARGINAL ST,EAST BOSTON MA,02128_,1678200,2255300,3933500,4398125,26200,1899,1985,41373,32179,3.5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Gove Street,2128,6.2
0105815000_,,0105815000_,10,GOVE,ST,,02128_,985,E,N,EAST BOSTON NEIGHBORHOOD, ,10 GOVE ST,EAST BOSTON MA,02128_,3876400,8476300,12352700,0,25039,1978,2012,32880,24660,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Gove St,2128,119.8
0106426000_,,0106426000_,218,MARION,ST,,02128_,976,E,N,CITY OF BOSTON, ,218 MARION,EAST BOSTON MA,02128_,3500300,3499700,7000000,0,26000,1899,1985,46668,35001,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218 Marion St.,2128,46.4
0107039000_,,0107039000_,360,SARATOGA,ST,,02128_,974,E,N,CITY OF BOSTON, ,360 SARATOGA,EAST BOSTON MA,02128_,1230400,3239600,4470000,0,9300,1899,1999,20800,10400,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360 Saratoga St,2128,137
0200128000_,,0200128000_,240,MEDFORD,ST,,02129_,976,E,N,CITY OF BOSTON, ,240 MEDFORD ST,CHARLESTOWN MA,02129_,11375500,36856200,48231700,0,58974,1978,2012,183752,183752,6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 Medford St.,2129,75.8
0201216010_,,0201216010_,9,CHARLES,ST,,02129_,101,R1,Y,KROL ROBERT, ,9 CHARLES ST,CHARLESTOWN MA,02129_,254900,101600,356500,377533,1358,2001,,2498,1692,2.5,R,RM,G,B,5,3,2,1,M,M,M,1,M,,,F,C,0,G,G,G,N,G,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Charles St.,2122,57.6
0201217010_,,0201217010_,11,CHARLES,ST,,02129_,101,R1,N,CHARLES ST GARDEN LLC,C/O NANCI CELATA - MGR,41 AUBURN ST,CHARLESTOWN MA,02129_,281200,676600,957800,1014310,1400,2001,,2510,1686,2.5,R,RE,G,B,5,3,2,2,M,M,M,1,M,,,F,C,2,G,G,G,N,G,,,,,,,,,,,,,,,,,,,,,,,,,,,11 Charles St.,2122,90.3
0201804000_,,0201804000_,465 R,MEDFORD,ST,,02129_,344,C,N,FLATLEY JOHN J TS,C/O FLATLEY COMPANY ,48 BRAINTREE HILL PARK #300,BRAINTREE MA,02184_,5625801,12550021,18175822,46112060,387541,1920,2015,299120,194395,5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465 Medford Street,2129,375.3
0201829000_,,0201829000_,529 543,MAIN,ST,,02129_,346,C,N,SCHRAFFT CENTER LLC,C/O THE FLATLEY COMPANY,45 BRAINTREE HILL OFFICE PK,BRAINTREE MA,02184_,19384400,61297600,80682000,204690234,685700,1928,2009,613125,613125,7,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529 Main Street,2129,55.4
0202125000_,,0202125000_,56,ROLAND,ST,,02129_,344,C,N,PARADIGM DIRECT ROLAND LLC,C/O PARADIGM DIRECT ROLAND L,93 SUMMER ST 2ND FLR,BOSTON MA,02110_,3622000,8800500,12422500,31540883,58194,1930,2015,90400,90400,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 Roland Street,2129,33.9
0202138000_,,0202138000_,92 100,CAMBRIDGE,ST,,02129_,404,I,N,PARISI ANGELO A TRSTS,C/O PAUL A PARISI,80 CAMBRIDGE ST,CHARLESTOWN MA,02129_,1450200,2555300,4005500,10161954,40619,1955,1975,39754,39754,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 CAMBRIDGE ST.,2129,163.1
0202162080_,,0202162080_,490 R,RUTHERFORD,AV,,02129_,316,C,N,KTI RECYCLING OF N E INC,C/O HARDING & CARBONE,3903 BELLAIRE BLVD,HOUSTON TX,77025_,893135,1573787,2466922,6258581,77035,1965,2004,65800,65800,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490 R Rutherford Ave,2129,73.1
0202162085_,,0202162085_,440 458,RUTHERFORD,AV,,02129_,404,I,N,CC BUNKER HILL OWNER LLC,C/O CC BUNKER HILL OWNER LLC,8 STONY BROOK PLACE,ARMONK NY,10504_,2057000,3195500,5252500,13325593,63172,1954,2015,53525,53525,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440 Rutherford ,2129,8.5
0202162095_,,0202162095_,410 R,RUTHERFORD,AV,,02129_,316,C,N,KTI RECYCLING OF N E INC,C/O HARDING & CARBONE,3903 BELLAIRE BLVD,HOUSTON TX,77025_,1355781,2784578,4140359,10504091,129023,1965,,82706,82706,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410 R Rutherford Ave,2129,129.7
0202210000_,,0202210000_,5 31,AUSTIN,ST,,02129_,323,C,N,BUNKER HILL MALL LLC,C/O NEW ENGLAND DEVELOPMENT,"75 PARK PLAZA, 3RD FLOOR",BOSTON MA,02116_,8974000,8814000,17788000,45153156,263898,1975,2015,46457,46457,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-31 Austin Street,2129,168
0202360000_,,0202360000_,75,W SCHOOL,ST,,02129_,13,RC,N,BMIRF GATEHOUSE LLC,BERKSHIRE PROPERTY ADVISORS,ONE BEACON STREET SUITE 1500,BOSTON   MA,02108_,11664500,28878500,40543000,43539263,60801,2012,,139891,115032,5,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 W School St,2129,50.1
0202751000_,,0202751000_,30 50,TERMINAL,ST,,02129_,316,C,N,PIZZUTI DONATO,C/O CHARLESTOWN COMMERCE CTR,50 TERMINAL ST,CHARLESTOWN MA,02129_,11908821,9214724,21123545,53590434,262888,1920,2015,266814,237168,8,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Terminal St,2129,31.8
0203150002_,0203150000_,0203150000_,30,MONUMENT,SQ,101,02129_,102,CD,N,JORDAN GARRETT R,C/O GARRETT JORDAN,79 SCHOOL ST,CHARLESTOWN    MA,02129_,0,554100,554100,586792,903,1908,1985,903,903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,N,A,4,1,1,0,M,,,O,M,P,C,0,N,G,A,30 Monument Square,2129,45.7
0203320000_,,0203320000_,34,WINTHROP,ST,,02129_,101,R1,Y,WOLSFELT ROBERT H,C/O NANCY LUDWIG ,34 WINTHROP ST,CHARLESTOWN MA,02129_,447800,1027000,1474800,1561813,1549,1860,2012,3806,2553,3,R,RE,F,B,10,3,2,1,M,M,M,1,M,,,W,N,2,A,G,G,N,G,,,,,,,,,,,,,,,,,,,,,,,,,,,34 Winthrop St,2129,61.5
0203504000_,,0203504000_,100,FIRST,AV,,02129_,979,E,N,MGH INSTITUTE OF HEALTH, ,101 MERRIMAC ST,BOSTON MA,02114_,4958800,10604200,15563000,0,62985,1899,2012,70077,70077,3.5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 1st Avenue,2129,110.6
0203505104_,0203505100_,0203505100_,197,EIGHTH,ST,210,02129_,102,CD,N,CLAIRMONT STEPHEN F, ,35 WALNUT   ST,NEWTON   MA,02460_,0,506000,506000,535854,770,1989,0,770,770,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,N,F,3,1,1,0,M,,,O,M,P,C,1,N,E,A,197 8th Street,2129,48.4
0203506010_,0203506010_,0203506010_,42,EIGHTH,ST,,02129_,995,CM,N,THE PARRIS LANDING COND TRST, ,42 EIGHTH ST,CHARLESTOWN MA,02129_,0,0,0,0,230251,1899,2004,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,MR,89,0,0,B,G,,,,,,,,,,,,,,,,,,,,42 8th Street,2129,71.9
0203510020_,,0203510020_,62,THIRTEENTH,ST,,02129_,973,E,N,BUILDING 62 CORP,C/O SHELLY CARRIER,MGH-149 13TH ST GEN ACC,CHARLESTOWN MA,02129_,3757100,4153900,7911000,0,26940,1900,2002,40069,40069,2.5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62 13th Street,2129,54.7
0203510155_,,0203510152_,75,THIRTEENTH,ST,,02129_,979,E,N,MASS BIOMEDICAL RESEARCH,C/O LING  TAM,PO  BOX  6240,BOSTON   MA,02114_,4711900,17515100,22227000,0,36159,1899,2007,40500,40500,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 Thirteenth St.,2129,323.6
0203510178_,0203510175_,0203510175_,106,THIRTEENTH,ST,,02129_,908,E,N,BOSTON HOUSING AUTHORITY, ,52 CHAUNCY ST,BOSTON MA,02111_,0,333800,333800,0,580,1920,1987,580,580,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Y,B,3,1,1,0,M,,,O,M,W,C,0,N,G,A,106 13th Street,2129,39
0203515649_,0203515600_,0203515600_,48,SHIPWAY,PL,48,02129_,102,CD,N,ZILDJIAN ROBERT A, ,8949 S.E. BRIDGE ROAD,HOBE SOUND FL,33455_,0,1010000,1010000,1069590,2248,1984,0,2248,1642,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,N,T,5,2,2,1,M,S,S,O,S,P,C,1,N,G,E,1-48 Shipway Place,2129,25.3
0203516010_,0203516001_,0203516001_,7,NINTH,ST,7,02129_,102,CD,N,MCMANUS JAMES P,C/O JAMES P MCMANUS ,7 NINTH ST PIER 7 ,CHARLESTOWN MA ,02129_,0,1535000,1535000,1625565,2744,1987,0,2742,2492,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,N,T,6,2,3,1,L,M,M,F,L,P,C,2,N,G,E,Pier 7 Ninth Street,2129,61.1
0203517501_,0203517500_,0203517500_,110,FIRST,AV,1,02129_,102,CD,Y,DOHERTY REBECCA M, ,"110 FIRST AV, #1",CHARLESTOWN    MA,02129_,0,270300,270300,286247,577,1989,0,577,577,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Y,T,4,1,1,0,S,,,O,S,F,N,0,N,G,G,110 First Ave,2129,27
0203520010_,0203520010_,0203520008_,1,WARREN,ST,,02129_,995,CM,N,NAUTICA LEASEHOLD CONDO TR, ,1 WARREN ST,CHARLESTOWN MA,02129_,0,0,0,0,117818,2000,2015,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,TH,6,0,0,B,G,,,,,,,,,,,,,,,,,,,,1 Warren St,2129,68.4
0203591000_,,0203591000_,44,CHARLES RIVER,AV,,02129_,300,C,N,TUDOR WHARF HOTEL RLTY LLC, ,ONE POST OFFICE SQUARE #3100,BOSTON MA,02109_,10809000,22675000,33484000,84948908,67173,2002,2013,116774,116774,8,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34-44 Charles River Ave,2129,413.9
0203659010_,,0203659010_,54 R-56,WARREN,ST,,02129_,105,R3,N,LITEL KATHERINE P, ,54R WARREN ST,CHARLESTOWN MA,02129_,380300,731100,1111400,1176973,2314,1910,0,4796,3597,3,R,CV,F,W,10,4,3,0,S,N,S,3,S,S,S,W,N,0,A,A,A,N,A,,,,,,,,,,,,,,,,,,,,,,,,,,,56 Warren St,2119,76.7
0203690004_,0203690000_,0203690000_,47,HARVARD,ST,A-002,02129_,102,CD,Y,KAPLAN SUSAN R, ,47 HARVARD ST #A-002,CHARLESTOWN MA,02129_,0,699700,699700,740982,1302,1986,0,1302,1302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,N,F,5,2,2,1,M,M,M,O,M,E,C,1,N,G,A,47 Harvard Street,2129,19.4
0203927000_,0203927000_,0203927000_,36 30,WASHINGTON,ST,,02129_,995,CM,N,WASHINGTON SQ CONDOMINIUM, ,36 WASHINGTON,CHARLESTOWN MA,02129_,0,0,0,0,7310,1999,1999,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,1,LR,22,0,0,W,G,,,,,,,,,,,,,,,,,,,,36 Washington St,2121,115.5
0304949000_,,0304949000_,25 29,BEACH,ST,,02111_,326,C,N,EAST OCEAN REALTY LLC, ,25 BEACH ST,BOSTON MA,02111_,1077600,1225900,2303500,5868980,4122,1920,2001,28784,24672,6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 Beach St,2122,45
0306390010_,0306390010_,0306390010_,40,FAY,ST,,02118_,995,CM,N,GATEWAY TERRACE CONDO TR, ,40 FAY STREET,BOSTON MA,02118_,0,0,0,0,9412,2005,,0,0,7,C,,,,,,,,,,,,,,,,,,,,,,,,MR,90,5,0,B,G,,,,,,,,,,,,,,,,,,,,"35 Fay Street, 40 Fay Street, 1166 Washington Street ",2118,24
0306445010_,0306445010_,0306445010_,485 -495,HARRISON,AV,,02118_,995,CM,N,HARRISON LOFTS CONDO TRUST, ,485 HARRISON AV,BOSTON MA,02118_,0,0,0,0,12560,1914,2002,0,0,6.5,C,,,,,,,,,,,,,,,,,,,,,,,,MR,39,2,0,B,G,,,,,,,,,,,,,,,,,,,,485 Harrison Avenue,2118,4.5
0306510000_,,0306510000_,443,ALBANY,ST,,02118_,344,C,N,SOUTH END/BERKELEY LLC,C/O GTI PROPERTIES,530 HARRISON AV,BOSTON MA,02118_,3875400,4288100,8163500,20735800,42610,1899,2004,93014,82978,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443 Albany St,2118,58.4
0306532000_,,0306532000_,450,HARRISON,AV,,02118_,369,C,N,SO WA NORTH LLC,C/O SO WA NORTH LLC,530 HARRISON AV,BOSTON MA,02118_,5109400,4903100,10012500,25426713,30357,1899,2005,100815,80652,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 Harrison Ave,2118,37.2
0306536000_,,0306536000_,8 28,RANDOLPH,ST,,02118_,31,RC,N,NICOSIA MARIO,C/O GTI PROPERTIES,530 HARRISON AV,BOSTON MA,02118_,495718,4292535,4788253,11323554,19531,1899,2013,140540,112432,5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Randolph St,2118,11.6
0306557000_,,0306557000_,363,ALBANY,ST,,02118_,985,E,N,PINE STREET INN INC, ,363 ALBANY,BOSTON MA,02118_,1272500,3538300,4810800,0,14196,1930,1997,42331,37554,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363 Albany Street ,2118,141.6
0306575000_,,0306575000_,39 33,TRAVELER,ST,,02118_,312,C,N,TRAVELERS STORAGE LLC,C/O BRYCE GREFE,33 TRAVELER ST,BOSTON MA,02118_,1339670,716811,2056481,5217292,7087,1910,1995,53312,53312,8,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 Traveler Street,2118,22.1
